CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
SPECIALTY PRODUCTS&INSUL,01-East,735602000," $ 64,627 "," $ 24,117 "," $ 40,510 "
SPECIALTY PRODUCTS&INSUL,01-East,735752000," $ 31,690 "," $ 11,747 "," $ 19,943 "
SPECIALTY PRODUCTS&INSUL,01-East,735750000," $ 12,400 "," $ 4,653 "," $ 7,747 "
SPECIALTY PRODUCTS&INSUL,01-East,764601000," $ 6,168 "," $ 1,533 "," $ 4,636 "
SPECIALTY PRODUCTS&INSUL,01-East,735655000," $ 3,568 ", $ 480 ," $ 3,088 "
SPECIALTY PRODUCTS&INSUL,01-East,764602000," $ 3,024 ", $ 742 ," $ 2,282 "
SPECIALTY PRODUCTS&INSUL,01-East,764521000," $ 2,504 ", $ 638 ," $ 1,866 "
SPECIALTY PRODUCTS&INSUL,01-East,735862000," $ 2,160 "," $ 1,234 ", $ 926 
SPECIALTY PRODUCTS&INSUL,01-East,764522000," $ 1,926 ", $ 481 ," $ 1,445 "
SPECIALTY PRODUCTS&INSUL,01-East,764762000, $ 920 , $ 316 , $ 604 
SPECIALTY PRODUCTS,01-East,735602000," $ 1,906,937 "," $ 706,985 "," $ 1,199,952 "
SPECIALTY PRODUCTS,01-East,733566300," $ 258,854 "," $ 48,956 "," $ 209,899 "
SPECIALTY PRODUCTS,01-East,735602110," $ 183,056 "," $ 73,742 "," $ 109,314 "
SPECIALTY PRODUCTS,01-East,768222000," $ 86,926 "," $ 20,633 "," $ 66,293 "
SPECIALTY PRODUCTS,01-East,764602000," $ 81,655 "," $ 35,405 "," $ 46,250 "
SPECIALTY PRODUCTS,01-East,735752000," $ 48,388 "," $ 18,143 "," $ 30,245 "
SPECIALTY PRODUCTS,01-East,735750000," $ 37,271 "," $ 14,467 "," $ 22,804 "
SPECIALTY PRODUCTS,01-East,764901000," $ 35,308 "," $ 15,724 "," $ 19,583 "
SPECIALTY PRODUCTS,01-East,764522000," $ 25,061 "," $ 10,313 "," $ 14,748 "
SPECIALTY PRODUCTS,01-East,768141020," $ 17,620 "," $ 6,473 "," $ 11,147 "
SPECIALTY PRODUCTS,01-East,766161000," $ 12,932 "," $ 9,027 "," $ 3,905 "
SPECIALTY PRODUCTS,01-East,768212000," $ 12,396 "," $ 3,897 "," $ 8,499 "
SPECIALTY PRODUCTS,01-East,764601000," $ 9,808 "," $ 3,487 "," $ 6,321 "
SPECIALTY PRODUCTS,01-East,764521000," $ 6,765 "," $ 1,994 "," $ 4,771 "
SPECIALTY PRODUCTS,01-East,735602010," $ 6,009 "," $ 4,013 "," $ 1,996 "
SPECIALTY PRODUCTS,01-East,764482000," $ 5,780 "," $ 2,120 "," $ 3,661 "
SPECIALTY PRODUCTS,01-East,764902000," $ 5,560 "," $ 1,277 "," $ 4,283 "
SPECIALTY PRODUCTS,01-East,764821000," $ 4,794 "," $ 1,044 "," $ 3,750 "
SPECIALTY PRODUCTS,01-East,764822000," $ 3,948 ", $ 861 ," $ 3,087 "
SPECIALTY PRODUCTS,01-East,735655000," $ 3,597 ", $ 485 ," $ 3,111 "
SPECIALTY PRODUCTS,01-East,764521061," $ 3,424 "," $ 2,045 "," $ 1,379 "
SPECIALTY PRODUCTS,01-East,735657000," $ 3,168 ", $ 768 ," $ 2,400 "
SPECIALTY PRODUCTS,01-East,768142000," $ 3,000 ", $ 802 ," $ 2,198 "
SPECIALTY PRODUCTS,01-East,766162000," $ 2,522 "," $ 1,943 ", $ 579 
SPECIALTY PRODUCTS,01-East,733566200," $ 2,298 ", $ 432 ," $ 1,866 "
SPECIALTY PRODUCTS,01-East,764561000," $ 1,560 ", $ 444 ," $ 1,116 "
SPECIALTY PRODUCTS,01-East,733511000, $ 332 , $ 67 , $ 265 
SPECIALTY PRODUCTS,01-East,764761000, $ 260 , $ 61 , $ 199 
SPIRIT AEROSYSTEMS INC.,01-East,734211200, $ 230 , $ 23 , $ 207 
SPX FLOW TECHNOLOGY,01-East,720455000," $ 1,570 ", $ 142 ," $ 1,427 "
ST GEORGE STEEL CO,01-East,777601000, $ 678 , $ 118 , $ 560 
ST. GEORGE STEEL,01-East,768221000," $ 7,410 "," $ 3,660 "," $ 3,750 "
ST. GEORGE STEEL,01-East,768241000," $ 6,550 "," $ 3,426 "," $ 3,124 "
STANDARD INDUSTRIAL SUPPL,01-East,770722000," $ 1,409 ", $ 43 ," $ 1,366 "
STATE INSULATION CORP,01-East,764901000," $ 32,690 "," $ 10,978 "," $ 21,712 "
STATE OF DELAWARE,01-East,768144200," $ 2,088 ", $ 105 ," $ 1,983 "
STATE OF DELAWARE,01-East,771810000, $ 208 , $ 49 , $ 159 
STEBBINS ENGINEERING & MF,01-East,733525600," $ 1,875 ", $ 213 ," $ 1,662 "
STEBBINS ENGINEERING & MF,01-East,733525500," $ 1,390 ", $ 130 ," $ 1,260 "
STEBBINS ENGINEERING & MF,01-East,733444100," $ 1,328 ", $ 300 ," $ 1,028 "
STEBBINS ENGINEERING & MF,01-East,733464500, $ 626 , $ 65 , $ 561 
STUDIO BEL VETRO,01-East,739370000, $ 380 , $ 138 , $ 241 
STULLER SETTINGS INC.,01-East,770200000, $ 666 , $ 42 , $ 624 
SUMMIT CONTROLS INC.,01-East,734990000," $ 4,152 ", $ 548 ," $ 3,604 "
SUNDANCE DIE CUT LLC,01-East,733151500, $ 472 , $ 54 , $ 418 
SUNSHINE GLASS WORKS,01-East,733464500," $ 1,207 ", $ 121 ," $ 1,086 "
SUNSHINE GLASS WORKS,01-East,739561000, $ 492 , $ 86 , $ 406 
SUPER CONDUCTOR MTLS.,01-East,764821000," $ 2,631 ", $ 93 ," $ 2,538 "
SURFACE COMBUSTION INC,01-East,770540000," $ 1,293 ", $ 90 ," $ 1,203 "
SW ANDERSON SALES,01-East,735602000," $ 737,747 "," $ 268,120 "," $ 469,627 "
SW ANDERSON SALES,01-East,735602110," $ 14,624 "," $ 5,684 "," $ 8,940 "
SW ANDERSON SALES,01-East,768121000," $ 3,142 ", $ 843 ," $ 2,300 "
SW ANDERSON SALES,01-East,735752000," $ 2,975 "," $ 1,095 "," $ 1,880 "
SWANSON DISTRIBUTING,01-East,733464600, $ 924 , $ 101 , $ 823 
TASE/HB-MEDTEK,01-East,737902100, $ 667 , $ 101 , $ 566 
TAYLOR DEVICES,01-East,764521000, $ 320 , $ 13 , $ 307 
"TAYLOR-SEIDENBACH, INC.",01-East,735602110," $ 38,668 "," $ 10,122 "," $ 28,546 "
"TAYLOR-SEIDENBACH, INC.",01-East,768241600," $ 22,410 "," $ 7,314 "," $ 15,096 "
"TAYLOR-SEIDENBACH, INC.",01-East,735602000," $ 19,547 "," $ 4,995 "," $ 14,552 "
"TAYLOR-SEIDENBACH, INC.",01-East,768241500," $ 14,960 "," $ 4,870 "," $ 10,090 "
"TAYLOR-SEIDENBACH, INC.",01-East,735750000," $ 1,896 ", $ 508 ," $ 1,388 "
"TAYLOR-SEIDENBACH, INC.",01-East,768243600," $ 1,620 ", $ 633 , $ 987 
"TAYLOR-SEIDENBACH, INC.",01-East,735752000, $ 948 , $ 258 , $ 690 
TERRA INTERNATIONAL,01-East,734311100, $ 404 , $ 35 , $ 369 
TEXAS STREET,01-East,734990000," $ 3,322 ", $ 438 ," $ 2,883 "
TEXCAST INC,01-East,734311100," $ 3,624 ", $ 320 ," $ 3,304 "
TEXCAST INC,01-East,733141200," $ 1,016 ", $ 127 , $ 889 
TEXCO,01-East,718501000," $ 5,525 ", $ 680 ," $ 4,845 "
TEXCO,01-East,774901000, $ 427 , $ 49 , $ 379 
TEXCO,01-East,774631000, $ 413 , $ 47 , $ 366 
TEXTRON FINANCE SHARED,01-East,734351200, $ 918 , $ 70 , $ 848 
THE BELL GROUP,01-East,734311100," $ 1,526 ", $ 135 ," $ 1,391 "
THE BELL GROUP,01-East,727000140, $ 888 , $ 63 , $ 825 
THE BELL GROUP,01-East,733721000, $ 572 , $ 98 , $ 474 
THE BERND GROUP INC.,01-East,764481000," $ 1,038 ", $ 51 , $ 987 
THE BERND GROUP INC.,01-East,733444100, $ 996 , $ 225 , $ 771 
THE BERND GROUP INC.,01-East,764461006, $ 388 , $ 27 , $ 361 
THE CLAREMONT SALES CORP.,01-East,739561200," $ 10,783 "," $ 2,223 "," $ 8,560 "
THE CLAREMONT SALES CORP.,01-East,764482000," $ 1,728 ", $ 256 ," $ 1,472 "
THE CLAREMONT SALES CORP.,01-East,734990000, $ 787 , $ 110 , $ 677 
THE CLAREMONT SALES CORP.,01-East,770260000, $ 680 , $ 68 , $ 613 
THE CLAREMONT SALES CORP.,01-East,739741100, $ 350 , $ 110 , $ 241 
THE MINE SUPPLY CO,01-East,733721000," $ 1,458 ", $ 285 ," $ 1,173 "
"THE N.P. GROUP, INC.",01-East,779987650," $ 4,828 "," $ 1,184 "," $ 3,644 "
"THE NP GROUP, INC.",01-East,779987650," $ 18,576 "," $ 4,143 "," $ 14,433 "
"THE NP GROUP, INC.",01-East,724003000, $ 384 , $ 82 , $ 302 
THE R B BIRGE CO,01-East,733525600, $ 753 , $ 71 , $ 681 
"THE SCHAEFER GROUP, INC.",01-East,777902700," $ 38,252 "," $ 20,222 "," $ 18,031 "
"THE SCHAEFER GROUP, INC.",01-East,733211000, $ 503 , $ 106 , $ 396 
"THE SCHAEFER GROUP, INC.",01-East,739561200, $ 279 , $ 77 , $ 202 
THE TRANE CO,01-East,733525500, $ 718 , $ 65 , $ 652 
THERMAL NORTHWEST,01-East,724311200, $ 367 , $ 94 , $ 272 
THERMAL SOLUTIONS PRODUCT,01-East,726000240," $ 9,204 ", $ 909 ," $ 8,295 "
THERMAL STRUCTURES,01-East,732820000," $ 568,242 "," $ 44,616 "," $ 523,626 "
THERMAL STRUCTURES,01-East,732830000," $ 149,047 "," $ 13,132 "," $ 135,915 "
THERMAL STRUCTURES,01-East,791104295," $ 136,667 "," $ 38,407 "," $ 98,260 "
THERMAL STRUCTURES,01-East,732771000," $ 51,729 "," $ 3,530 "," $ 48,198 "
THERMAL STRUCTURES,01-East,724101400," $ 38,064 "," $ 8,884 "," $ 29,180 "
THERMAL STRUCTURES,01-East,724261400," $ 33,455 "," $ 6,816 "," $ 26,639 "
THERMAL STRUCTURES,01-East,732905000," $ 29,560 "," $ 2,197 "," $ 27,363 "
THERMAL STRUCTURES,01-East,724281400," $ 27,616 "," $ 7,916 "," $ 19,700 "
THERMAL STRUCTURES,01-East,791106479," $ 26,849 "," $ 6,344 "," $ 20,505 "
THERMAL STRUCTURES,01-East,733525600," $ 23,352 "," $ 3,178 "," $ 20,173 "
THERMAL STRUCTURES,01-East,733444300," $ 11,140 "," $ 2,083 "," $ 9,056 "
THERMAL STRUCTURES,01-East,724121400," $ 10,462 "," $ 3,598 "," $ 6,864 "
THERMAL STRUCTURES,01-East,724401150," $ 8,048 "," $ 1,213 "," $ 6,835 "
THERMAL STRUCTURES,01-East,779989967," $ 5,431 "," $ 1,214 "," $ 4,218 "
THERMAL STRUCTURES,01-East,791104480," $ 4,453 "," $ 1,110 "," $ 3,343 "
THERMAL STRUCTURES,01-East,791104880, $ 975 , $ 181 , $ 795 
THERMAL STRUCTURES,01-East,733383000, $ 911 , $ 164 , $ 747 
THERMAL STRUCTURES,01-East,733141300, $ 776 , $ 156 , $ 620 
THERMAL STRUCTURES,01-East,733141200, $ 757 , $ 120 , $ 637 
THERMAL STRUCTURES,01-East,734611100, $ 161 , $ 27 , $ 134 
THERMO CONTROL HEATING,01-East,764901000," $ 2,708 ", $ 482 ," $ 2,226 "
THERMO FISHER ENVIR.,01-East,724281200," $ 2,346 ", $ 333 ," $ 2,013 "
THERMO FISHER SCIENTIFIC,01-East,738361000, $ 626 , $ 309 , $ 317 
THERMOMETRICS CORPORATION,01-East,766081010," $ 2,202 ", $ 73 ," $ 2,129 "
THERMOMETRICS CORPORATION,01-East,727000140, $ 266 , $ 17 , $ 249 
THERMTREND INC.,01-East,733403200," $ 1,133 ", $ 99 ," $ 1,034 "
THERMTREND INC.,01-East,770810000, $ 845 , $ 17 , $ 828 
THORPE PRODUCTS,01-East,735602000," $ 106,490 "," $ 33,828 "," $ 72,662 "
THORPE PRODUCTS,01-East,735862000," $ 9,100 "," $ 3,598 "," $ 5,502 "
THORPE PRODUCTS,01-East,768142074," $ 6,452 "," $ 2,558 "," $ 3,893 "
THORPE PRODUCTS,01-East,768241100," $ 6,200 "," $ 2,277 "," $ 3,923 "
THORPE PRODUCTS,01-East,735602110," $ 3,740 "," $ 1,071 "," $ 2,669 "
THORPE PRODUCTS,01-East,735752000," $ 2,600 ", $ 889 ," $ 1,711 "
THORPE PRODUCTS,01-East,735750000," $ 2,180 ", $ 755 ," $ 1,425 "
THORPE TECHNOLOGIES INC.,01-East,770340000," $ 3,076 ", $ 305 ," $ 2,771 "
THORPE TECHNOLOGIES INC.,01-East,770330000," $ 2,130 ", $ 203 ," $ 1,927 "
THORPE TECHNOLOGIES INC.,01-East,770410000," $ 1,585 ", $ 103 ," $ 1,482 "
THORPE TECHNOLOGIES INC.,01-East,770140000," $ 1,178 ", $ 77 ," $ 1,101 "
THORPE TECHNOLOGIES INC.,01-East,770520000, $ 906 , $ 48 , $ 858 
TIGHITCO LATINOAMERICA,01-East,733525600," $ 5,253 ", $ 529 ," $ 4,723 "
TIGHITCO LATINOAMERICA,01-East,724281200," $ 4,195 "," $ 1,385 "," $ 2,810 "
TIGHITCO LATINOAMERICA,01-East,724101400," $ 1,134 ", $ 230 , $ 904 
TIGHITCO LATINOAMERICA,01-East,724281410, $ 894 , $ 340 , $ 554 
TIGHITCO LATINOAMERICA,01-East,733444300, $ 799 , $ 124 , $ 675 
TIGHITCO LATINOAMERICA,01-East,733423800, $ 310 , $ 38 , $ 272 
TIMSCO INTERNATIONAL,01-East,734830000," $ 3,420 ", $ 454 ," $ 2,966 "
"TK HOLDINGS, INC.",01-East,733030800," $ 255,497 "," $ 114,509 "," $ 140,987 "
TOBIASON STUDIO,01-East,739561100, $ 553 , $ 93 , $ 459 
TOLEDO ENGINEERING CO INC,01-East,777750076," $ 8,698 "," $ 4,632 "," $ 4,066 "
TOLEDO ENGINEERING CO INC,01-East,795763000," $ 6,607 "," $ 1,950 "," $ 4,656 "
TOLEDO ENGINEERING CO INC,01-East,795762000," $ 4,340 "," $ 1,212 "," $ 3,128 "
TOLEDO ENGINEERING CO INC,01-East,777763000," $ 2,247 "," $ 1,798 ", $ 449 
TOLEDO ENGINEERING CO INC,01-East,793260000, $ 728 , $ 160 , $ 568 
TOLEDO ENGINEERING CO INC,01-East,793260074, $ 152 , $ 82 , $ 70 
TORTOLITA CREATIONS,01-East,733151500, $ 958 , $ 54 , $ 904 
TOWANDA METADYNE,01-East,764521000," $ 1,306 ", $ 53 ," $ 1,253 "
TRACHTE BUILDING SYSTEMS,01-East,764601000," $ 1,499 ", $ 316 ," $ 1,183 "
TRANSCO,01-East,764703110," $ 10,492 "," $ 3,666 "," $ 6,827 "
TRANSCO,01-East,764643052," $ 4,491 "," $ 1,502 "," $ 2,989 "
TREIBACHER SCHLEIFMITTEL,01-East,764821000, $ 430 , $ 15 , $ 415 
TRI-CITY INSULATION DIST.,01-East,735602000," $ 113,975 "," $ 41,333 "," $ 72,642 "
TRI-CITY INSULATION DIST.,01-East,735750000," $ 1,700 ", $ 661 ," $ 1,039 "
TRI-CITY INSULATION DIST.,01-East,764601000, $ 592 , $ 105 , $ 487 
TRIDENT DISTRIBUTION,01-East,735602000," $ 15,960 "," $ 4,833 "," $ 11,127 "
TRIDENT DISTRIBUTION,01-East,735602110," $ 13,680 "," $ 4,284 "," $ 9,396 "
TRIDENT DISTRIBUTION,01-East,735752000," $ 3,400 "," $ 1,368 "," $ 2,032 "
TRINITY INDUSTRIES INC,01-East,764703110," $ 2,541,046 "," $ 854,580 "," $ 1,686,466 "
TRINITY INDUSTRIES INC,01-East,764633510," $ 357,725 "," $ 95,000 "," $ 262,725 "
TRINITY INDUSTRIES INC,01-East,764706110," $ 22,374 "," $ 7,480 "," $ 14,895 "
TRIPLEX INC,01-East,770830000," $ 10,406 ", $ 339 ," $ 10,067 "
TRIPLEX INC,01-East,771132000," $ 2,266 ", $ 79 ," $ 2,187 "
TRIUMPH INSULATION,01-East,733648000," $ 29,800,976 "," $ 18,922,953 "," $ 10,878,024 "
TRIUMPH INSULATION,01-East,733649000," $ 5,645,789 "," $ 3,636,907 "," $ 2,008,882 "
TRIUMPH INSULATION,01-East,733640000," $ 145,766 "," $ 61,147 "," $ 84,619 "
TRULITE GLASS & ALUMINUM,01-East,739741100," $ 12,854 "," $ 5,050 "," $ 7,805 "
TRULITE GLASS & ALUMINUM,01-East,734651200, $ 584 , $ 74 , $ 511 
TTM TECHNOLOGIES INC.,01-East,733525500," $ 1,505 ", $ 141 ," $ 1,364 "
TURPEN & ASSOCIATES,01-East,770540000," $ 3,630 ", $ 185 ," $ 3,445 "
TWIN CC SUPPLY,01-East,777601000, $ 410 , $ 59 , $ 351 
U S ARTIST SERVICE,01-East,777601000, $ 387 , $ 72 , $ 315 
"UNICAL AVIATION, INC.",01-East,732820000," $ 3,494 ", $ 147 ," $ 3,347 "
UNICIRCUIT INC.,01-East,733464500," $ 4,828 ", $ 484 ," $ 4,344 "
UNICIRCUIT INC.,01-East,733525500," $ 2,190 ", $ 211 ," $ 1,979 "
UNILUX ADVANCED,01-East,764341000," $ 45,278 "," $ 24,555 "," $ 20,722 "
UNILUX ADVANCED,01-East,764261000," $ 20,136 "," $ 10,783 "," $ 9,353 "
UNITED CHIMNEY,01-East,734611100, $ 179 , $ 27 , $ 152 
UNITED MATERIALS INT'L,01-East,727000140, $ 780 , $ 217 , $ 563 
UNITED MECHANICAL & METAL,01-East,774191000, $ 810 , $ 289 , $ 521 
UNITED MECHANICAL & METAL,01-East,774401000, $ 726 , $ 220 , $ 506 
UNITED MECHANICAL & METAL,01-East,774141000, $ 265 , $ 77 , $ 188 
UNIVERSITY OF ALABAMA,01-East,764221000, $ 223 , $ 17 , $ 206 
UNIVERSITY OF ARKANSAS,01-East,764301000, $ 168 , $ 9 , $ 158 
UNIVERSITY OF CONNECTICUT,01-East,734311100, $ 381 , $ 34 , $ 348 
UPSTATE REFRACTORY SERVIC,01-East,764821000," $ 100,463 "," $ 39,654 "," $ 60,809 "
UPSTATE REFRACTORY SERVIC,01-East,766121000," $ 65,370 "," $ 19,817 "," $ 45,553 "
UPSTATE REFRACTORY SERVIC,01-East,764901000," $ 36,434 "," $ 14,832 "," $ 21,601 "
UPSTATE REFRACTORY SERVIC,01-East,766126500," $ 34,384 "," $ 7,774 "," $ 26,610 "
UPSTATE REFRACTORY SERVIC,01-East,779980240," $ 34,340 "," $ 23,058 "," $ 11,282 "
UPSTATE REFRACTORY SERVIC,01-East,779980223," $ 31,171 "," $ 21,369 "," $ 9,802 "
UPSTATE REFRACTORY SERVIC,01-East,766162000," $ 25,765 "," $ 9,798 "," $ 15,967 "
UPSTATE REFRACTORY SERVIC,01-East,764821073," $ 18,000 "," $ 14,580 "," $ 3,420 "
UPSTATE REFRACTORY SERVIC,01-East,781670000," $ 16,953 "," $ 8,282 "," $ 8,671 "
UPSTATE REFRACTORY SERVIC,01-East,770560000," $ 16,165 "," $ 2,678 "," $ 13,487 "
UPSTATE REFRACTORY SERVIC,01-East,777601000," $ 15,276 "," $ 5,387 "," $ 9,889 "
UPSTATE REFRACTORY SERVIC,01-East,780290000," $ 13,765 "," $ 5,681 "," $ 8,083 "
UPSTATE REFRACTORY SERVIC,01-East,764040000," $ 13,180 "," $ 2,743 "," $ 10,437 "
UPSTATE REFRACTORY SERVIC,01-East,737321000," $ 12,521 "," $ 10,521 "," $ 2,000 "
UPSTATE REFRACTORY SERVIC,01-East,739681100," $ 11,068 "," $ 5,421 "," $ 5,647 "
UPSTATE REFRACTORY SERVIC,01-East,779959551," $ 10,623 "," $ 3,470 "," $ 7,153 "
UPSTATE REFRACTORY SERVIC,01-East,764781040," $ 10,610 "," $ 4,147 "," $ 6,463 "
UPSTATE REFRACTORY SERVIC,01-East,782070000," $ 10,357 "," $ 5,413 "," $ 4,944 "
UPSTATE REFRACTORY SERVIC,01-East,733525600," $ 9,625 "," $ 1,502 "," $ 8,123 "
UPSTATE REFRACTORY SERVIC,01-East,770530000," $ 9,145 "," $ 1,456 "," $ 7,690 "
UPSTATE REFRACTORY SERVIC,01-East,779957701," $ 8,352 "," $ 3,949 "," $ 4,403 "
UPSTATE REFRACTORY SERVIC,01-East,755107000," $ 8,304 "," $ 2,404 "," $ 5,900 "
UPSTATE REFRACTORY SERVIC,01-East,733525500," $ 8,218 "," $ 1,262 "," $ 6,956 "
UPSTATE REFRACTORY SERVIC,01-East,779951021," $ 8,201 "," $ 4,162 "," $ 4,039 "
UPSTATE REFRACTORY SERVIC,01-East,764901073," $ 7,080 "," $ 5,832 "," $ 1,248 "
UPSTATE REFRACTORY SERVIC,01-East,779957700," $ 6,734 "," $ 3,586 "," $ 3,148 "
UPSTATE REFRACTORY SERVIC,01-East,733221200," $ 6,462 "," $ 1,820 "," $ 4,642 "
UPSTATE REFRACTORY SERVIC,01-East,754495000," $ 5,897 "," $ 2,875 "," $ 3,022 "
UPSTATE REFRACTORY SERVIC,01-East,777904301," $ 5,703 "," $ 2,584 "," $ 3,118 "
UPSTATE REFRACTORY SERVIC,01-East,764822000," $ 5,580 "," $ 1,928 "," $ 3,652 "
UPSTATE REFRACTORY SERVIC,01-East,733151500," $ 5,412 ", $ 948 ," $ 4,464 "
UPSTATE REFRACTORY SERVIC,01-East,764861000," $ 5,267 "," $ 2,391 "," $ 2,877 "
UPSTATE REFRACTORY SERVIC,01-East,737902100," $ 5,143 "," $ 1,489 "," $ 3,654 "
UPSTATE REFRACTORY SERVIC,01-East,733211000," $ 4,790 "," $ 1,088 "," $ 3,702 "
UPSTATE REFRACTORY SERVIC,01-East,737912200," $ 4,773 "," $ 1,084 "," $ 3,688 "
UPSTATE REFRACTORY SERVIC,01-East,781630000," $ 4,176 "," $ 2,233 "," $ 1,943 "
UPSTATE REFRACTORY SERVIC,01-East,754286000," $ 3,887 "," $ 1,669 "," $ 2,218 "
UPSTATE REFRACTORY SERVIC,01-East,779951023," $ 3,728 "," $ 2,132 "," $ 1,596 "
UPSTATE REFRACTORY SERVIC,01-East,777903700," $ 3,693 "," $ 1,512 "," $ 2,181 "
UPSTATE REFRACTORY SERVIC,01-East,718501000," $ 3,497 ", $ 948 ," $ 2,548 "
UPSTATE REFRACTORY SERVIC,01-East,764601000," $ 3,343 "," $ 1,074 "," $ 2,268 "
UPSTATE REFRACTORY SERVIC,01-East,718500000," $ 3,197 ", $ 859 ," $ 2,338 "
UPSTATE REFRACTORY SERVIC,01-East,754467000," $ 2,668 "," $ 1,502 "," $ 1,166 "
UPSTATE REFRACTORY SERVIC,01-East,764902000," $ 2,655 ", $ 961 ," $ 1,694 "
UPSTATE REFRACTORY SERVIC,01-East,764781000," $ 2,573 "," $ 1,009 "," $ 1,563 "
UPSTATE REFRACTORY SERVIC,01-East,764342110," $ 2,555 "," $ 1,582 ", $ 972 
UPSTATE REFRACTORY SERVIC,01-East,781590000," $ 2,523 "," $ 1,182 "," $ 1,341 "
UPSTATE REFRACTORY SERVIC,01-East,739561200," $ 2,135 ", $ 868 ," $ 1,267 "
UPSTATE REFRACTORY SERVIC,01-East,739561100," $ 2,050 ", $ 600 ," $ 1,450 "
UPSTATE REFRACTORY SERVIC,01-East,780370000," $ 1,959 ", $ 776 ," $ 1,183 "
UPSTATE REFRACTORY SERVIC,01-East,733211050," $ 1,865 ", $ 441 ," $ 1,424 "
UPSTATE REFRACTORY SERVIC,01-East,764521000," $ 1,786 ", $ 611 ," $ 1,175 "
UPSTATE REFRACTORY SERVIC,01-East,764906000," $ 1,770 ", $ 654 ," $ 1,116 "
UPSTATE REFRACTORY SERVIC,01-East,738361000," $ 1,367 ", $ 658 , $ 709 
UPSTATE REFRACTORY SERVIC,01-East,733510000," $ 1,239 ", $ 283 , $ 956 
UPSTATE REFRACTORY SERVIC,01-East,734990000," $ 1,150 ", $ 274 , $ 876 
UPSTATE REFRACTORY SERVIC,01-East,782030000," $ 1,130 ", $ 545 , $ 586 
UPSTATE REFRACTORY SERVIC,01-East,767990000," $ 1,035 ", $ 442 , $ 593 
UPSTATE REFRACTORY SERVIC,01-East,764601500, $ 969 ," $ 2,037 "," $ -1,068 "
UPSTATE REFRACTORY SERVIC,01-East,755007000, $ 951 , $ 350 , $ 601 
UPSTATE REFRACTORY SERVIC,01-East,734900000, $ 798 , $ 531 , $ 267 
UPSTATE REFRACTORY SERVIC,01-East,739641100, $ 772 , $ 412 , $ 360 
UPSTATE REFRACTORY SERVIC,01-East,734611100, $ 655 , $ 136 , $ 519 
UPSTATE REFRACTORY SERVIC,01-East,764826200, $ 600 , $ 299 , $ 301 
UPSTATE REFRACTORY SERVIC,01-East,742520110, $ 586 , $ 165 , $ 420 
UPSTATE REFRACTORY SERVIC,01-East,770260000, $ 545 , $ 68 , $ 477 
UPSTATE REFRACTORY SERVIC,01-East,727000140, $ 520 , $ 79 , $ 441 
UPSTATE REFRACTORY SERVIC,01-East,734830000, $ 492 , $ 89 , $ 403 
UPSTATE REFRACTORY SERVIC,01-East,733221400, $ 416 , $ 128 , $ 288 
UPSTATE REFRACTORY SERVIC,01-East,764482000, $ 412 , $ 157 , $ 256 
UPSTATE REFRACTORY SERVIC,01-East,764827061, $ 412 , $ 178 , $ 234 
UPSTATE REFRACTORY SERVIC,01-East,777901300, $ 375 , $ 147 , $ 228 
UPSTATE REFRACTORY SERVIC,01-East,777650000, $ 308 , $ 142 , $ 165 
UPSTATE REFRACTORY SERVIC,01-East,734810000, $ 272 , $ 218 , $ 54 
UPSTATE REFRACTORY SERVIC,01-East,733741000, $ 232 , $ 119 , $ 113 
UPSTATE REFRACTORY SERVIC,01-East,764825000, $ 198 , $ 65 , $ 133 
UPSTATE REFRACTORY SERVIC,01-East,733725500, $ 168 , $ 74 , $ 94 
UPSTATE REFRACTORY SERVIC,01-East,764341000, $ 150 , $ 58 , $ 91 
UPSTATE REFRACTORY SERVIC,01-East,764301000, $ 137 , $ 56 , $ 81 
UPSTATE REFRACTORY SERVIC,01-East,764762000, $ 135 , $ 61 , $ 75 
UPSTATE REFRACTORY SERVIC,01-East,764561000, $ 130 , $ 42 , $ 88 
UPSTATE REFRACTORY SERVIC,01-East,779957258, $ 76 , $ 48 , $ 28 
UPSTATE REFRACTORY SERVIC,01-East,764761000, $ 70 , $ 32 , $ 39 
UPSTATE REFRACTORY SERVIC,01-East,764261000, $ 58 , $ 23 , $ 35 
US JOINER LLC,01-East,768127000," $ 1,000 ", $ 294 , $ 706 
US JOINER LLC,01-East,768111200, $ 580 , $ 157 , $ 423 
"US TOOL GRINDING, INC.",01-East,739781100," $ 1,232 ", $ 492 , $ 741 
USDA FOREST SERVICE,01-East,738521000, $ 556 , $ 299 , $ 258 
UTLX CARROTANQUES,01-East,764643052, $ 360 , $ 167 , $ 193 
UTLX MANUFACTURING INC.,01-East,764643054," $ 727,058 "," $ 339,146 "," $ 387,912 "
UTLX MANUFACTURING INC.,01-East,764643052," $ 424,629 "," $ 197,090 "," $ 227,539 "
UTLX MANUFACTURING INC.,01-East,764752120," $ 29,726 "," $ 7,389 "," $ 22,338 "
UTLX MANUFACTURING,01-East,764643054," $ 851,929 "," $ 397,437 "," $ 454,492 "
UTLX MANUFACTURING,01-East,764643052," $ 429,303 "," $ 199,259 "," $ 230,044 "
UTLX MANUFACTURING,01-East,764901000," $ 2,211 ", $ 80 ," $ 2,131 "
V-J ELECTRONIC ASSEMBLIES,01-East,740103000, $ 793 , $ 115 , $ 678 
